"Record ID","Nome do negócio","Data de criação","Data de fechamento","Etapa do negócio","Valor","Valor do contrato anual","Receita anual recorrente","Valor total do contrato","Valor previsto","Valor na moeda da empresa","Valor do negócio projetado na moeda local","Valor do negócio projetado","Motivo de fechamento perdido"
"3565923730","Raízen (Shell Box)","2020-12-04 19:18","2021-03-18 21:52","Negócio perdido","","","","","","","","","Maturação"
"3530577142","Tintas Eucatex","2020-11-26 17:27","2021-04-23 12:44","Negócio perdido","240000.0","","","","240000.0","240000.0","0.0","0.0","Desinteresse/Declinou"
"3488625670","Cargill Food Service - Site Desenvolvimento","2020-11-23 21:30","2021-03-18 21:51","Negócio perdido","147831.87","","","","147831.87","147831.87","0.0","0.0","Desinteresse/Declinou"
"3453054574","International Committee of the Red Cross - Novo negócio","2020-11-20 14:31","2021-01-12 14:41","Negócio perdido","93070.04","","","","93070.04","93070.04","0.0","0.0","Fechou com Concorrente"
"3362452546","Fundação Estudar - Novo negócio","2020-11-10 16:08","2021-01-12 14:33","Negócio perdido","189838.68","","","","189838.68","189838.68","0.0","0.0","Não era decisor"
"3269625040","Eurofarma - Cogmax","2020-10-29 17:27","2021-02-01 12:27","Negócio perdido","60000.0","","","","60000.0","60000.0","0.0","0.0","Fechou com Concorrente"
"3142655559","Embramaco - Consulting","2020-10-13 12:50","2021-02-25 12:40","Negócio perdido","192268.08","","","","192268.08","192268.08","0.0","0.0","Nós Declinamos"
"3086522280","Eurofarma - Programática","2020-10-08 14:56","2021-01-12 14:34","Negócio perdido","20964.0","","","","20964.0","20964.0","0.0","0.0","Não era decisor"
"3084963555","Cargill Genuine - Full Service","2020-10-08 13:42","2021-03-16 17:47","Negócio perdido","120000.0","","","","120000.0","120000.0","0.0","0.0","Sumiu"
"3037214969","Assurant BemMais Seguro - Full Service","2020-10-01 18:27","2021-02-03 18:02","Cliente","287280.0","","","","287280.0","287280.0","287280.0","287280.0",""
"2980707361","thyssenkrupp Springs & Stabilizers","2020-09-23 11:44","2020-09-25 18:10","Cliente","8459.15","","","","8459.15","8459.15","8459.15","8459.15",""
"2967535660","Cargill Food Service - Mídias Sociais e Site","2020-09-21 12:03","2020-12-08 09:56","Negócio perdido","171242.75","","","","171242.75","171242.75","0.0","0.0","Desinteresse/Declinou"
"2459718282","Universidade de São Paulo - Novo negócio","2020-07-21 14:17","2022-09-21 17:53","Negócio perdido","993341.96","","","","993341.96","993341.96","0.0","0.0","Desinteresse/Declinou; Sumiu"
