"Record ID","Nome do negócio","Data de criação","Data da última modificação","Data da última atividade","Data de fechamento","Etapa do negócio","Valor","Valor do contrato anual","Receita anual recorrente","Valor total do contrato","Valor previsto","Valor na moeda da empresa","Valor do negócio projetado na moeda local","Valor do negócio projetado","Motivo de fechamento perdido","Data da próxima atividade"
"9142920225","Bombril ","2022-06-09 12:32","2023-07-19 15:09","2022-07-04 19:14","","Negócio perdido","510000.0","","","","510000.0","510000.0","0.0","0.0","Fechou com Concorrente; Financeiro",""
"9134056239"," Enxuto Supermercados ","2022-06-08 16:10","2023-06-22 11:12","2022-07-07 18:27","2022-08-09 16:18","Negócio perdido","","","","","","","","","Financeiro",""
"9059767372","Zenatur","2022-05-31 16:06","2023-03-09 14:36","2022-06-24 11:09","2022-08-10 13:41","Negócio perdido","","","","","","","","","Não é ICP",""
"8988575343","Gillette Venus","2022-05-23 16:10","2023-05-30 17:58","2022-06-01 17:07","","Negócio perdido","","","","","","","","","Timing; Maturação",""
"8947390720","Celeiro Supermercados","2022-05-18 15:02","2023-07-19 14:43","2022-06-03 11:00","2022-06-06 11:16","Negócio perdido","","","","","","","","","Financeiro; Não é ICP; Nós Declinamos",""
"8938556759","Barry Callebaut","2022-05-17 16:41","2023-04-03 09:42","2022-06-01 11:00","2022-05-31 16:41","Negócio perdido","","","","","","","","","Sumiu",""
"8891831424","Prima Foods ","2022-05-12 12:46","2023-07-19 15:09","2022-05-19 16:13","2022-05-31 16:02","Negócio perdido","","","","","","","","","Financeiro; Não é ICP",""
"8860080758","Iquegami Supermercados","2022-05-09 17:09","2023-03-09 14:37","2022-06-10 10:00","","Negócio perdido","","","","","","","","","Financeiro; Não é ICP",""
"9185739073","Farmadelivery II ","2022-05-06 00:00","2023-05-12 10:13","2022-07-11 17:00","2022-11-11 11:34","Cliente","616536.0","","","","616536.0","616536.0","616536.0","616536.0","",""
"8785636688","NK Sementes (Syngenta) - Portal","2022-05-02 14:03","2023-03-09 14:37","2022-05-30 19:37","2023-02-09 10:04","Negócio perdido","720000.0","","","","720000.0","720000.0","0.0","0.0","Financeiro",""
"8784596653","Valmont","2022-05-02 11:54","2023-04-03 09:29","2022-06-30 08:57","2022-05-17 16:42","Negócio perdido","","","","","","","","","Timing; Nós Declinamos",""
"8808339045","Nim Genetics","2022-05-02 00:00","2023-03-09 14:36","2022-06-30 17:51","2022-07-04 19:01","Cliente","217872.0","","","","217872.0","217872.0","217872.0","217872.0","",""
"8725975888","Tintas Eucatex II","2022-04-26 18:16","2023-03-09 14:36","2022-05-11 08:28","2022-05-10 16:55","Negócio perdido","","","","","","","","","Não é ICP",""
"8525141673","Rocha Terminais Portuários e Logística","2022-04-05 15:00","2023-07-19 15:21","2022-05-24 15:25","2022-05-31 15:57","Negócio perdido","","","","","","","","","Não é ICP",""
"8521807490","Grupo Redebrasil","2022-04-05 11:03","2023-03-09 14:36","2022-04-07 15:25","2022-04-20 12:13","Negócio perdido","","","","","","","","","Maturação",""
"8510171833","Calçados Bibi","2022-04-04 13:44","2023-06-21 13:27","2022-07-07 11:53","2023-01-20 16:27","Negócio perdido","","","","","","","","","Desinteresse/Declinou; Sumiu",""
"8509054492","Leão ","2022-04-04 12:30","2023-07-19 15:40","2023-04-19 08:27","","Negócio perdido","","","","","","","","","Saiu da Empresa; Timing; Desinteresse/Declinou",""
"8444212021","Unipac","2022-04-01 17:47","2023-03-09 14:36","2022-04-08 10:45","2022-04-20 12:19","Negócio perdido","","","","","","","","","Financeiro; Não é ICP",""
"8437713017","EUCATUR","2022-04-01 15:20","2023-03-09 14:36","2022-04-06 11:49","2022-04-06 11:49","Negócio perdido","","","","","","","","","Financeiro; Não é ICP",""
"8401843003"," Castrillon Autopeças","2022-03-30 08:12","2023-07-19 14:47","2022-04-20 17:28","2022-05-17 16:42","Negócio perdido","","","","","","","","","Não é ICP",""
"8391202363","Metalúrgica Fey ","2022-03-29 16:42","2023-03-09 14:36","2022-04-10 15:35","2022-04-10 15:16","Negócio perdido","","","","","","","","","Timing; Maturação",""
"8344505364"," VetBR Saúde Animal ","2022-03-24 11:56","2023-07-20 11:25","2022-04-01 16:00","2022-04-20 12:13","Negócio perdido","","","","","","","","","Nós Declinamos; Não é ICP",""
"8343752003","AD'ORO","2022-03-24 09:36","2023-07-19 15:38","2022-11-21 14:57","2022-05-31 15:59","Negócio perdido","","","","","","","","","Fechou com Concorrente; Timing; Maturação",""
"8322344064","Grupo Semar Supermercados","2022-03-23 11:39","2023-07-19 15:20","2022-07-08 18:02","2022-08-09 16:18","Negócio perdido","","","","","","","","","Sumiu; Desinteresse/Declinou",""
"8304208765","SAS Plataforma de Educação","2022-03-21 16:49","2023-07-19 14:50","2023-05-10 15:21","","Negócio perdido","307308.0","","","","307308.0","307308.0","0.0","0.0","Timing; Desinteresse/Declinou; Maturação",""
"8301515184","Grupo Priner","2022-03-21 12:03","2023-07-19 15:27","2022-03-28 14:05","2022-04-07 09:52","Negócio perdido","","","","","","","","","Não é ICP; Nós Declinamos",""
"8264520809","APSA","2022-03-18 17:35","2023-07-20 11:13","2022-04-04 16:00","2022-04-20 12:20","Negócio perdido","","","","","","","","","Nós Declinamos; Não é ICP",""
"8263921938","Lunelli","2022-03-18 16:58","2023-06-19 08:18","2022-07-14 11:38","2022-07-14 11:37","Negócio perdido","","","","","","","","","Timing; Sumiu",""
"8253354841","Prodap","2022-03-17 17:22","2023-03-09 14:37","2022-04-13 10:16","2022-06-13 08:50","Negócio perdido","","","","","","","","","Sumiu; Timing",""
"8239766660","Shopping Recife","2022-03-16 10:16","2023-03-09 14:36","2022-03-23 14:43","2022-04-20 12:14","Negócio perdido","","","","","","","","","Maturação; Não é ICP; Timing",""
"8235144739"," Porto Itapoá","2022-03-15 22:01","2023-07-20 11:23","2022-08-10 08:00","2022-08-24 11:12","Proposta Enviada (SQL)","445722.96","","","","445722.96","445722.96","222861.48","222861.48","",""
"8242183344","Alterdata Software II","2022-03-15 16:39","2023-03-09 14:36","2022-04-28 14:50","2022-07-04 16:22","Negócio perdido","","","","","","","","","Timing; Não é ICP",""
"8230722315","Wiz Soluções","2022-03-15 11:50","2023-07-19 15:12","2022-09-06 12:25","2022-10-19 18:30","Negócio perdido","","","","","","","","","Saiu da Empresa",""
"8230620996"," Vale","2022-03-15 11:34","2023-06-26 10:50","2022-03-18 17:30","2022-04-20 12:17","Negócio perdido","","","","","","","","","Não é ICP",""
"8218762164","Medabil","2022-03-14 11:21","2023-03-09 14:36","2022-03-21 11:00","2022-04-20 12:14","Negócio perdido","","","","","","","","","Não é ICP",""
"8218716681","Freitas Varejo","2022-03-14 10:55","2023-07-19 15:45","2022-05-09 17:30","2022-05-09 17:32","Negócio perdido","","","","","","","","","Timing; Maturação",""
"8195134813","Hospital Ernesto Dornelles","2022-03-11 09:59","2023-03-09 14:36","2022-04-08 10:00","2022-05-09 15:35","Negócio perdido","","","","","","","","","Não é ICP; Nós Declinamos",""
"8188477081","7COMm","2022-03-10 17:34","2023-03-09 14:36","2022-04-05 18:53","2022-07-01 16:36","Negócio perdido","","","","","","","","","Não é ICP; Sumiu",""
"8184437058","Daki ","2022-03-10 10:56","2023-07-19 15:31","2022-03-15 16:42","2022-04-20 12:18","Negócio perdido","","","","","","","","","Maturação",""
"8184436663","NBCUniversal","2022-03-10 10:54","2023-07-19 15:33","2022-03-16 16:33","2022-05-31 16:00","Negócio perdido","","","","","","","","","Maturação; Timing",""
"8176898414","Grupo OR II - Upsell","2022-03-09 13:43","2023-03-09 14:36","2022-02-09 15:00","2022-04-20 12:09","Negócio perdido","","","","","","","","","Nós Declinamos",""
"8176775086","Digio II - Upsell (GA + LP + GD)","2022-03-09 13:43","2023-03-13 15:17","2022-09-13 09:29","2022-06-07 10:41","Cliente","30557.45","","","","30557.45","30557.45","30557.45","30557.45","",""
"8169055888","UnidaSul","2022-03-08 18:23","2023-07-19 14:42","2022-03-18 16:07","2022-05-17 16:42","Negócio perdido","","","","","","","","","Nós Declinamos; Financeiro",""
"8168985964","Tilibra / ACCO Brands ","2022-03-08 18:13","2023-03-09 14:37","2022-04-13 14:33","2022-05-17 16:20","Negócio perdido","","","","","","","","","Timing; Desinteresse/Declinou",""
"8168954119","Deezer","2022-03-08 17:08","2023-07-20 11:32","2023-04-15 12:29","2022-07-06 11:54","Cliente","636000.0","","","","636000.0","636000.0","636000.0","636000.0","",""
"8165996143","Liberty Seguros - Affinity","2022-03-08 11:00","2023-07-20 11:14","2022-04-04 13:45","2022-05-04 14:18","Negócio perdido","","","","","","","","","Financeiro",""
"8126020723","ScanSource","2022-03-04 15:57","2023-07-20 11:53","2022-03-07 17:02","2022-05-17 16:42","Negócio perdido","","","","","","","","","Não é ICP; Nós Declinamos; Financeiro",""
"8105310560","Languiru","2022-03-02 19:22","2023-07-19 15:00","2022-03-07 16:30","2022-04-07 10:07","Negócio perdido","","","","","","","","","Não é ICP; Nós Declinamos",""
"8102366235","Lopes Consultoria de Imóveis ","2022-03-02 13:30","2023-03-09 14:36","2022-03-03 17:00","2022-04-20 12:14","Negócio perdido","","","","","","","","","Não é ICP",""
"8025843616","MRS II","2022-02-25 16:16","2023-05-03 22:26","2022-03-04 19:29","2022-03-04 17:07","Negócio perdido","","","","","","","","","Financeiro",""
"7992981272","Rede Graal","2022-02-22 13:09","2023-03-09 14:36","2022-05-17 17:31","2022-07-19 18:00","Negócio perdido","","","","","","","","","Desinteresse/Declinou; Sumiu",""
"7992382761","Donizete Distribuidora","2022-02-22 11:31","2023-07-20 11:13","2022-04-12 10:08","2022-04-28 14:26","Negócio perdido","","","","","","","","","Não é ICP; Sumiu; Nós Declinamos",""
"7941424019","Unicampo","2022-02-18 10:23","2023-03-09 14:37","2022-04-05 19:03","2022-03-30 14:39","Proposta Enviada (SQL)","269234.28","","","","269234.28","269234.28","134617.14","134617.14","",""
"7922933409","Jussara","2022-02-16 09:49","2023-07-19 14:54","2022-05-17 10:06","2022-06-13 08:43","Negócio perdido","","","","","","","","","Financeiro; Timing",""
"7874288537","Grupo Barcelos","2022-02-10 11:19","2023-07-20 11:53","2022-02-17 15:31","2022-04-20 12:14","Negócio perdido","","","","","","","","","Não é ICP",""
"7857425845","CNH Industrial - New Holland","2022-02-08 17:26","2023-07-19 15:05","2022-03-08 15:00","2022-05-04 14:18","Negócio perdido","","","","","","","","","Saiu da Empresa",""
"7846319660","Citrosuco","2022-02-07 15:52","2023-05-11 11:24","2023-05-11 11:24","2022-07-14 12:07","Cliente","717721.2","","","","717721.2","717721.2","717721.2","717721.2","",""
"7845344878","Buonny","2022-02-07 13:51","2023-03-09 14:36","2022-02-10 14:49","2022-04-20 12:24","Negócio perdido","","","","","","","","","Não é ICP",""
"7843495456","AB Brasil","2022-02-07 12:02","2023-07-19 15:01","2022-04-11 16:43","2022-05-17 16:20","Negócio perdido","","","","","","","","","Desinteresse/Declinou",""
"7807798195","Otis Elevadores","2022-02-03 13:53","2023-07-19 15:23","2022-02-11 15:00","2022-04-20 12:17","Negócio perdido","","","","","","","","","Maturação",""
"7797871203","KWS Group","2022-02-02 14:08","2023-07-20 11:42","2022-04-13 11:43","2022-08-10 13:40","Negócio perdido","","","","","","","","","Timing; Desinteresse/Declinou; Maturação",""
"7795634522","Pirelli","2022-02-02 11:27","2023-06-27 11:48","2023-01-19 11:23","","Negócio perdido","","","","","","","","","Maturação; Timing",""
"7789205783"," Esporte Clube Pinheiros","2022-02-01 16:12","2023-03-09 14:36","2022-03-03 10:44","2022-03-03 10:43","Negócio perdido","","","","","","","","","Desinteresse/Declinou",""
"7751609754","IC Transportes","2022-01-28 11:26","2023-07-20 11:30","2022-03-07 08:51","2022-04-07 10:16","Negócio perdido","","","","","","","","","Não é ICP; Timing; Nós Declinamos",""
"7751338290","Comitê Internacional da Cruz Vermelha","2022-01-28 10:32","2023-03-09 14:36","2022-03-21 12:07","2022-03-02 14:41","Negócio perdido","1013610.24","","","","1013610.24","1013610.24","0.0","0.0","Financeiro",""
"7656709761","Blu Logistics Brasil","2022-01-21 14:15","2023-07-19 15:22","2022-02-26 14:00","2022-04-20 12:15","Negócio perdido","","","","","","","","","Não é ICP",""
"7464886900","Broto","2022-01-10 13:27","2023-07-19 15:30","2022-01-14 14:00","2022-04-20 12:28","Negócio perdido","","","","","","","","","Maturação; Timing",""
"7315686716","Bradesco Seguros","2021-12-22 10:05","2023-05-30 17:58","2022-05-31 10:55","2022-02-14 12:31","Negócio perdido","","","","","","","","","Sumiu",""
"7276813832","Banco Safra","2021-12-17 15:16","2023-04-27 19:11","2021-12-17 15:16","2022-04-20 12:15","Negócio perdido","","","","","","","","","Maturação; Timing",""
"7274350383","Sonda","2021-12-17 11:33","2023-04-18 17:48","2022-01-12 15:49","2022-04-20 12:22","Negócio perdido","","","","","","","","","Timing; Maturação",""
"7254907909","Stocche Forbes Advogados","2021-12-15 10:14","2023-03-09 14:36","2021-12-22 11:12","","Negócio perdido","","","","","","","","","Sumiu",""
"7234053502","Sapore","2021-12-13 11:46","2023-03-09 14:37","2022-01-07 16:48","2022-04-20 12:16","Negócio perdido","","","","","","","","","Desinteresse/Declinou; Saiu da Empresa",""
"7204413836","BSI","2021-12-09 15:08","2023-07-20 11:38","2021-12-16 13:32","","Negócio perdido","","","","","","","","","Não é ICP",""
"7195219797","Gomes da Costa (Grupo Calvo)","2021-12-08 13:14","2023-07-20 11:55","2022-04-12 16:06","2022-05-31 15:57","Negócio perdido","","","","","","","","","Sumiu; Maturação",""
"7069468764","Arla Foods Ingredients","2021-12-02 15:44","2023-03-09 14:36","2021-12-06 12:00","","Negócio perdido","","","","","","","","","Timing",""
"7058385200","NTT DATA Corporation","2021-12-01 17:51","2023-03-09 14:36","2021-12-09 10:40","2022-04-20 12:11","Negócio perdido","","","","","","","","","Maturação; Timing",""
"7059246430","Banco Next","2021-12-01 17:43","2023-06-21 19:48","2021-11-26 18:00","2021-12-31 17:43","Negócio perdido","808140.0","","","","808140.0","808140.0","0.0","0.0","Timing; Desinteresse/Declinou",""
"7044610073","Copa Airlines","2021-11-30 09:49","2023-07-20 11:29","2022-02-16 15:00","2022-04-20 12:10","Negócio perdido","","","","","","","","","Maturação; Timing",""
"6992349113","WEG","2021-11-23 11:32","2023-03-09 14:36","2022-03-10 18:02","2022-07-01 16:37","Negócio perdido","","","","","","","","","Sumiu",""
"6964380599","Bom Jesus","2021-11-19 19:22","2023-07-19 14:58","2021-11-19 19:24","2021-12-01 18:19","Negócio perdido","","","","","","","","","Desinteresse/Declinou; Timing",""
"6939016495","Oral Sin","2021-11-16 17:20","2023-07-19 15:27","2022-05-13 09:24","2022-05-17 16:25","Negócio perdido","458150.16","","","","458150.16","458150.16","0.0","0.0","Fechou com Concorrente; Financeiro",""
"6912322909","Assaí ","2021-11-12 20:22","2023-03-30 18:47","2022-01-13 12:16","2022-04-20 12:15","Negócio perdido","","","","","","","","","Não é ICP; Nós Declinamos",""
"6908332884","Start Química","2021-11-12 13:22","2023-07-19 14:57","2021-11-17 18:56","2022-04-20 12:16","Negócio perdido","","","","","","","","","Não é ICP; Financeiro",""
"6899678592","Kerry","2021-11-11 15:38","2023-04-13 17:10","2021-12-10 15:09","","Negócio perdido","","","","","","","","","Não é ICP",""
"6873735277","Urgo Medical","2021-11-08 19:14","2023-07-19 15:37","2022-11-01 15:26","","Negócio perdido","","","","","","","","","Financeiro; Fechou com Concorrente",""
"6867874965","Royal De Heus","2021-11-08 09:47","2023-07-19 14:45","2021-11-18 14:20","2022-04-20 12:16","Negócio perdido","","","","","","","","","Maturação",""
"6831367721","Nutanix","2021-11-03 12:33","2023-05-02 10:36","2023-04-26 09:43","2021-12-01 18:19","Negócio perdido","","","","","","","","","Não é ICP; Nós Declinamos",""
"8002485392","Syngenta - Renovação 50%","2021-11-03 11:48","2023-06-23 18:08","2023-06-23 18:08","2022-02-28 11:47","Cliente","2500000.0","","","","2500000.0","2500000.0","2500000.0","2500000.0","",""
"6763861259","Delta Sucroenergia","2021-10-27 11:20","2023-07-19 15:29","2021-11-12 11:43","2021-11-12 11:43","Negócio perdido","","","","","","","","","Financeiro",""
"6694150260","Aurora Alimentos","2021-10-19 13:08","2023-03-09 14:37","2021-10-01 16:27","2021-10-31 13:08","Negócio perdido","562721.4","","","","562721.4","562721.4","0.0","0.0","Desinteresse/Declinou; Sumiu",""
"6686826805","Kroton","2021-10-18 20:14","2023-07-20 11:38","2021-11-29 19:27","2021-12-01 18:22","Negócio perdido","","","","","","","","","Timing",""
"6686799431","Consórcio Embracon","2021-10-18 19:36","2023-03-09 14:37","2021-10-27 19:23","2021-12-01 18:20","Negócio perdido","","","","","","","","","Não é ICP; Timing; Saiu da Empresa",""
"6633359955","Myra","2021-10-15 10:52","2023-03-09 14:36","2021-12-21 09:46","2022-04-20 12:08","Negócio perdido","179238.0","","","","179238.0","179238.0","0.0","0.0","Desinteresse/Declinou",""
"6615095564","Sopra","2021-10-13 19:52","2023-07-20 11:12","2021-10-18 15:00","2021-12-01 18:23","Negócio perdido","","","","","","","","","Saiu da Empresa",""
"6560859939","MSA Safety","2021-10-08 10:46","2023-05-30 17:58","2021-10-21 15:29","","Negócio perdido","","","","","","","","","Não é ICP; Sumiu",""
"6346212167","Continental","2021-10-01 11:11","2023-07-20 11:52","2022-02-07 15:00","2022-04-20 12:10","Negócio perdido","","","","","","","","","Maturação; Timing",""
"6324349316","Samarco","2021-09-28 20:51","2023-07-20 11:35","2021-12-01 16:00","2021-12-01 18:18","Negócio perdido","","","","","","","","","Não é ICP",""
"6316252465","Brado","2021-09-27 22:07","2023-07-20 10:28","2021-10-07 18:00","2022-04-20 12:22","Negócio perdido","","","","","","","","","Não é ICP",""
"6312610066","Marcopolo","2021-09-27 14:59","2023-07-19 15:42","2021-11-04 14:00","2021-12-01 18:18","Negócio perdido","","","","","","","","","Desinteresse/Declinou; Timing",""
"6293527454","Kingspan Isoeste ","2021-09-24 17:28","2023-07-19 15:19","2021-09-27 10:00","2021-12-01 18:20","Negócio perdido","","","","","","","","","Timing",""
"6291157893","Verzani & Sandrini","2021-09-24 11:36","2023-07-20 11:37","2021-11-16 14:00","2022-04-20 12:11","Negócio perdido","","","","","","","","","Maturação",""
"6276415809","Kepler Weber","2021-09-22 15:37","2023-07-19 14:55","2021-11-03 18:07","2021-11-10 16:50","Negócio perdido","","","","","","","","","Financeiro; Nós Declinamos",""
"6218954632","Engineering Brasil","2021-09-15 09:54","2023-07-20 11:24","2021-09-22 15:30","2021-09-30 16:34","Negócio perdido","","","","","","","","","Não é ICP; Timing",""
"6212368466","Mini Kalzone ","2021-09-14 14:15","2023-07-20 11:41","2021-09-16 14:00","2021-10-21 02:46","Negócio perdido","","","","","","","","","Não é ICP; Financeiro",""
"6180906591","Jabil","2021-09-10 12:03","2023-05-30 17:58","2021-09-28 15:58","","Negócio perdido","","","","","","","","","Não é ICP; Financeiro",""
"6180188332","ENGIE","2021-09-10 10:23","2023-07-19 15:23","2022-03-10 17:53","2022-07-01 16:36","Negócio perdido","","","","","","","","","Sumiu",""
"6165872256","Invitae","2021-09-08 14:57","2023-07-20 11:41","2021-09-16 11:33","2021-09-16 11:35","Negócio perdido","","","","","","","","","Timing",""
"6127033456","Drogaraia","2021-09-02 19:14","2023-06-30 08:44","2021-10-26 15:23","2022-04-20 12:11","Negócio perdido","","","","","","","","","Maturação",""
"6088006146","Air Liquide Brasil","2021-09-01 16:35","2023-03-09 14:36","2021-12-30 08:00","2021-12-01 18:22","Negócio perdido","","","","","","","","","Não é ICP; Timing",""
"6087747672","Machado Meyer","2021-09-01 16:16","2023-07-04 16:51","2023-03-09 10:30","2022-04-20 12:10","Negócio perdido","","","","","","","","","Não é ICP; Financeiro",""
"6087887756","BAT","2021-09-01 16:13","2023-07-20 11:32","2021-09-30 17:25","2022-02-15 15:09","Negócio perdido","","","","","","","","","Timing",""
"6084431894","SPAR Brasil","2021-09-01 08:48","2023-03-09 14:36","2021-09-16 17:06","2021-12-01 18:18","Negócio perdido","","","","","","","","","Sumiu",""
"6041976395","Sinter Futura","2021-08-26 19:42","2023-03-09 14:36","2021-09-28 20:25","2021-09-28 20:25","Negócio perdido","","","","","","","","","Sumiu",""
"6030678162","Petz ","2021-08-25 11:48","2023-07-19 15:11","2021-10-05 08:00","2021-12-01 18:21","Negócio perdido","","","","","","","","","Maturação",""
"5987555472","SUPERA ","2021-08-19 11:53","2023-07-20 11:46","2022-03-10 18:53","2022-03-11 17:07","Negócio perdido","","","","","","","","","Sumiu",""
"5938792470"," Agropalma","2021-08-16 10:34","2023-07-20 11:59","2021-10-01 08:00","2021-12-01 18:23","Negócio perdido","","","","","","","","","Timing; Maturação",""
"5902794385","Apsen Farmacêutica - Quintal Dev 30%","2021-08-10 22:03","2023-06-14 15:49","2021-08-10 16:15","2021-09-10 19:19","Cliente","15488.68","","","","15488.68","15488.68","15488.68","15488.68","",""
"5898899895","James Delivery","2021-08-10 11:19","2023-03-09 14:36","2021-11-11 17:47","2022-03-11 17:07","Negócio perdido","","","","","","","","","Não é ICP",""
"5870630303","SIM Rede de Postos","2021-08-06 15:17","2023-07-19 14:57","2022-10-06 09:05","2021-09-27 14:35","Negócio perdido","","","","","","","","","Maturação",""
"5868404302","Frísia","2021-08-06 10:58","2023-07-19 15:10","2023-05-30 15:54","2021-10-29 18:48","Negociação","127874.04","","","","127874.04","127874.04","89511.828","89511.828","Financeiro",""
"5838111343","Neogrid","2021-08-03 10:01","2023-07-20 11:29","2022-04-12 16:40","2022-08-10 13:42","Negócio perdido","928021.56","","","","928021.56","928021.56","0.0","0.0","Desinteresse/Declinou; Maturação; Timing",""
"5804109126","Colgate-Palmolive","2021-07-29 17:52","2023-03-09 14:36","2022-04-18 19:37","2022-10-26 16:17","Negócio perdido","","","","","","","","","Sumiu",""
"5730054705","Kepler Weber","2021-07-20 19:09","2023-03-09 14:37","2021-11-03 18:07","2021-08-04 13:54","Negócio perdido","","","","","","","","","Timing",""
"5721626449","Eurochem - Fertilizantes Tocantins","2021-07-19 17:22","2023-07-19 15:42","2022-03-10 17:45","2022-03-11 17:00","Negócio perdido","317610.12","","","","317610.12","317610.12","0.0","0.0","Sumiu",""
"5692550038","Inmetrics","2021-07-15 14:11","2023-07-20 11:47","2021-10-15 14:07","2021-10-18 15:21","Cliente","144000.0","","","","144000.0","144000.0","144000.0","144000.0","",""
"5691537816","Merck","2021-07-15 10:53","2023-03-09 14:36","2022-03-16 14:46","2022-02-15 15:09","Negócio perdido","","","","","","","","","Sumiu",""
"5691587426","Nidera","2021-07-15 10:49","2023-03-09 14:36","2021-09-28 21:25","2022-02-15 15:10","Negócio perdido","","","","","","","","","Sumiu",""
"5685480874","COFCO","2021-07-14 15:57","2023-07-19 15:41","2021-08-23 10:19","2021-09-30 09:10","Negócio perdido","","","","","","","","","Desinteresse/Declinou; Não é ICP",""
"5666050879","La Moda","2021-07-12 10:22","2023-03-09 14:36","2021-10-29 18:53","2022-03-11 17:03","Negócio perdido","","","","","","","","","Saiu da Empresa",""
"5635001694","Meta","2021-07-07 19:41","2023-03-09 14:36","2021-08-13 08:00","2021-09-30 10:17","Negócio perdido","","","","","","","","","Não é ICP; Timing; Financeiro",""
"5623783283","Atvos","2021-07-06 15:15","2023-07-19 15:44","2021-10-01 08:00","2021-10-21 02:47","Negócio perdido","","","","","","","","","Não é ICP; Desinteresse/Declinou",""
"5616532641","Piracanjuba ","2021-07-05 15:44","2023-07-19 15:09","2022-03-10 18:53","2021-07-23 16:02","Negócio perdido","","","","","","","","","Timing",""
"5616367132","Lumen Technologies","2021-07-05 14:46","2023-07-20 11:44","2022-05-24 16:34","","Negócio perdido","804696.8","","","","804696.8","804696.8","0.0","0.0","Desinteresse/Declinou; Financeiro; Sumiu",""
"5613586184","Madesa Móveis","2021-07-05 09:31","2023-05-10 15:23","2023-05-10 15:22","","Negócio perdido","282109.2","","","","282109.2","282109.2","0.0","0.0","Sumiu; Saiu da Empresa",""
"5596910186","Trasmontano Saúde","2021-07-02 19:04","2023-05-30 16:22","2021-10-05 08:00","","Negócio perdido","","","","","","","","","Sumiu",""
"5575860547","Omron","2021-06-30 16:17","2023-03-13 15:12","2022-12-06 19:33","2021-09-15 10:04","Negócio perdido","98680.0","","","","98680.0","98680.0","0.0","0.0","Sumiu; Timing; Desinteresse/Declinou",""
"5565405728","Acqio","2021-06-29 10:52","2023-07-19 14:57","2021-10-05 08:00","2021-10-21 02:47","Negócio perdido","","","","","","","","","Não é ICP",""
"5557094673","Delivery Center","2021-06-28 11:12","2023-07-19 14:46","2021-08-11 12:28","2021-08-23 12:17","Negócio perdido","","","","","","","","","Desinteresse/Declinou",""
"5536620117","Eurofarma - Genéricos","2021-06-25 14:07","2023-05-10 16:59","2021-08-31 15:45","2021-08-31 12:10","Negócio perdido","53796.6","","","","53796.6","53796.6","0.0","0.0","Fechou com Concorrente",""
"5516116233","Adecoagro","2021-06-23 13:13","2023-07-19 15:03","2021-07-02 14:30","2021-07-02 14:17","Negócio perdido","","","","","","","","","Não é ICP",""
"5514116482","Seguros SURA ","2021-06-23 10:13","2023-07-20 11:34","2021-08-13 08:00","2021-12-01 18:21","Negócio perdido","","","","","","","","","Maturação",""
"5496370183","Guarida Imóveis","2021-06-21 14:52","2023-07-20 11:10","2021-07-01 10:00","2021-09-30 10:10","Negócio perdido","","","","","","","","","Não é ICP; Timing; Nós Declinamos",""
"5480327742","RANDON S.A.","2021-06-18 09:40","2023-03-09 14:36","2021-10-05 08:00","2021-12-01 18:23","Negócio perdido","","","","","","","","","Não é ICP",""
"5470511669","Grupo Berlanda","2021-06-16 18:10","2023-07-19 15:36","2021-10-05 09:45","2021-10-21 02:47","Negócio perdido","","","","","","","","","Não é ICP; Nós Declinamos",""
"5442109042","Ingram Micro","2021-06-11 18:05","2023-07-20 11:42","2023-02-06 11:37","2022-03-11 17:03","Negócio perdido","","","","","","","","","Sumiu",""
"5440817686","JLL","2021-06-11 11:32","2023-03-09 14:36","2021-06-24 08:18","2021-09-30 10:00","Negócio perdido","","","","","","","","","Nós Declinamos; Não é ICP",""
"5417136532","Nissin Foods","2021-06-07 09:40","2023-07-20 11:36","2021-07-13 13:46","2021-08-09 11:37","Negócio perdido","128898.71","","","","128898.71","128898.71","0.0","0.0","Financeiro",""
"5383807092","Grupo NotreDame Intermédica","2021-06-01 17:08","2023-04-27 19:12","2021-09-28 21:27","2021-09-28 21:28","Negócio perdido","","","","","","","","","Timing",""
"5382207351","Uisa","2021-06-01 11:14","2023-03-09 14:36","2023-03-07 15:11","2021-06-08 11:51","Negócio perdido","","","","","","","","","Maturação",""
"5381991819","Ottobock","2021-06-01 10:43","2023-07-20 11:06","2021-08-24 14:34","2021-09-22 14:02","Negócio perdido","251055.6","","","","251055.6","251055.6","0.0","0.0","Financeiro; Desinteresse/Declinou",""
"5359330094","Eurofarma - MAQ","2021-05-27 15:34","2023-05-10 16:59","2021-10-05 15:47","2022-03-11 17:03","Negócio perdido","296439.72","","","","296439.72","296439.72","0.0","0.0","Timing",""
"5358144081","Alterdata Software","2021-05-27 11:40","2023-07-20 11:25","2022-04-28 14:50","2022-03-16 16:39","Negócio perdido","194676.0","","","","194676.0","194676.0","0.0","0.0","Financeiro; Timing",""
"5357537637","Yara Brasil","2021-05-27 08:43","2023-07-20 11:22","2022-01-17 11:57","2021-06-01 17:26","Negócio perdido","","","","","","","","","Maturação",""
"5346694803","Universidade la salle","2021-05-25 12:14","2023-03-09 14:36","2022-04-11 14:48","2022-02-15 15:09","Negócio perdido","","","","","","","","","Sumiu",""
"5346264983","MRS Logistica","2021-05-25 11:28","2023-07-19 15:03","2022-03-04 19:29","2022-03-11 17:02","Negócio perdido","238082.76","","","","238082.76","238082.76","0.0","0.0","Financeiro",""
