"Record ID","Nome do negócio","Data de criação","Data da última modificação","Data da última atividade","Data de fechamento","Etapa do negócio","Valor","Valor do contrato anual","Receita anual recorrente","Valor total do contrato","Valor previsto","Valor na moeda da empresa","Valor do negócio projetado na moeda local","Valor do negócio projetado","Motivo de fechamento perdido","Data da próxima atividade"
"5315347558","Coty ","2021-05-21 09:09","2023-07-20 11:35","2021-12-14 10:00","2022-02-14 15:14","Negócio perdido","120000.0","","","","120000.0","120000.0","0.0","0.0","Desinteresse/Declinou",""
"5301798719","Shoulder","2021-05-19 19:48","2023-06-07 10:04","2021-10-05 08:00","2021-12-01 18:21","Negócio perdido","","","","","","","","","Financeiro",""
"5293157493","Panasonic","2021-05-18 17:41","2023-07-20 11:37","2021-08-24 09:49","2022-02-15 15:08","Negócio perdido","1021110.12","","","","1021110.12","1021110.12","0.0","0.0","Sumiu",""
"5253626756","Liberty Seguros","2021-05-13 10:46","2023-07-20 11:23","2021-09-21 08:00","2022-03-11 17:03","Negócio perdido","","","","","","","","","Maturação",""
"5239041433","Syngenta - Plano Culturas","2021-05-12 11:02","2023-06-23 18:08","2023-06-23 18:08","2021-06-21 14:25","Cliente","187500.0","","","","187500.0","187500.0","187500.0","187500.0","",""
"5220031161","Lojas Benoit","2021-05-10 09:17","2023-07-19 14:55","2023-05-15 11:52","2021-06-21 11:06","Negócio perdido","201000.0","","","","201000.0","201000.0","0.0","0.0","Maturação",""
"5192868276","CAT PESA","2021-05-06 16:22","2023-03-09 14:36","2021-05-25 16:00","2021-06-01 16:08","Negócio perdido","18404.4","","","","18404.4","18404.4","0.0","0.0","Financeiro; Nós Declinamos",""
"5129855612","Eurofarma - Moviment C","2021-04-29 16:12","2023-05-10 16:59","2021-07-01 19:19","2021-06-18 11:17","Cliente","436085.8","","","","436085.8","436085.8","436085.8","436085.8","",""
"5127424545","Syngenta - Portal Unbranded","2021-04-29 11:51","2023-06-23 18:08","2023-06-23 18:08","2022-02-14 15:14","Negócio perdido","3084000.0","","","","3084000.0","3084000.0","0.0","0.0","Desinteresse/Declinou",""
"5110682725","Assurant","2021-04-27 11:30","2023-03-16 12:06","2023-03-16 12:06","2022-03-11 17:01","Negócio perdido","233431.8","","","","233431.8","233431.8","0.0","0.0","Financeiro",""
"5104893010","Serveng Civilsan","2021-04-26 16:52","2023-03-09 14:36","2021-05-25 18:50","2021-06-21 18:09","Negócio perdido","","","","","","","","","Sumiu",""
"5043158529","Cocamar","2021-04-19 12:36","2023-03-13 15:04","2023-02-28 12:00","2021-07-27 12:40","Cliente","183483.72","","","","183483.72","183483.72","183483.72","183483.72","",""
"4985313037","Santa Helena Indústria de Alimentos S/A","2021-04-12 14:41","2023-06-01 23:01","2023-02-07 10:20","2021-05-31 12:47","Negócio perdido","227936.16","","","","227936.16","227936.16","0.0","0.0","Fechou com Concorrente; Financeiro",""
"4960833048","Digio","2021-04-08 16:29","2023-03-13 15:17","2022-08-17 16:41","2021-06-25 14:46","Cliente","861128.21","","","","861128.21","861128.21","861128.21","861128.21","Desinteresse/Declinou",""
"4877547103","Bradesco","2021-03-30 12:50","2023-04-06 17:52","2021-04-12 18:38","2021-04-12 18:39","Negócio perdido","","","","","","","","","Desinteresse/Declinou",""
"4850918233","Banco Daycoval","2021-03-26 15:55","2023-07-20 11:38","2021-06-03 12:31","2021-07-15 10:50","Negócio perdido","","","","","","","","","Sumiu",""
"4827350932","Eletrobras","2021-03-25 19:06","2023-04-06 17:52","2021-04-09 15:38","2021-03-29 15:09","Negócio perdido","","","","","","","","","Não é ICP",""
"4790799739","Cartão de Todos","2021-03-23 15:58","2023-03-09 14:36","2021-03-23 11:00","2021-06-18 19:39","Negócio perdido","138925.43","","","","138925.43","138925.43","0.0","0.0","Desinteresse/Declinou; Financeiro",""
"4791125254","Mart Minas","2021-03-23 14:55","2023-03-09 14:36","2022-10-04 15:03","2021-09-22 19:59","Cliente","793482.72","","","","793482.72","793482.72","793482.72","793482.72","",""
"4712384671","AL5 Bank","2021-03-18 15:29","2023-07-20 11:26","2023-02-14 14:46","2021-08-23 14:47","Negócio perdido","","","","","","","","","Maturação",""
"4697563018","UOL Ads (40% Inside Sales)","2021-03-17 12:39","2023-03-09 14:36","2021-03-17 14:09","2021-08-23 14:50","Negócio perdido","67200.0","","","","67200.0","67200.0","0.0","0.0","Sumiu",""
"4668934210","Eurofarma - Perlatte","2021-03-15 17:45","2023-05-10 16:59","2021-04-05 11:01","2021-07-15 12:10","Negócio perdido","276000.0","","","","276000.0","276000.0","0.0","0.0","Nós Declinamos",""
"4610928009","Amaggi ","2021-03-10 19:12","2023-07-19 15:01","2023-02-14 14:46","2022-02-15 15:08","Negócio perdido","384438.0","","","","384438.0","384438.0","0.0","0.0","Financeiro",""
"4610927467","Caterpillar Inc.","2021-03-10 19:00","2023-07-20 11:48","2021-05-12 17:11","2021-04-29 11:46","Negócio perdido","","","","","","","","","Não é ICP",""
"4610570597","Eurofarma - Fortice","2021-03-10 17:19","2023-05-10 16:59","2021-06-28 10:02","2021-04-08 14:52","Cliente","11000.0","","","","11000.0","11000.0","11000.0","11000.0","",""
"4608132510","Vivara","2021-03-10 09:34","2023-07-19 15:23","2021-03-24 10:01","2021-04-19 10:08","Negócio perdido","","","","","","","","","Saiu da Empresa",""
"4577929902","Evonik - Novo negócio","2021-03-08 15:38","2023-04-06 17:52","2022-03-11 16:57","2021-04-27 11:33","Negócio perdido","354988.44","","","","354988.44","354988.44","0.0","0.0","Financeiro",""
"4531467448","Ambev","2021-03-05 19:52","2023-04-06 17:52","2021-03-19 16:00","2021-04-27 11:30","Negócio perdido","","","","","","","","","Sumiu",""
"4435660878","GTFoods","2021-03-01 19:25","2023-07-20 11:44","2021-04-15 16:44","2021-04-16 13:09","Negócio perdido","","","","","","","","","Sumiu",""
"4269224969","Stoller - Renovação","2021-02-21 20:04","2023-04-06 17:52","2022-11-10 13:27","2021-05-07 09:26","Cliente","174000.0","","","","174000.0","174000.0","174000.0","174000.0","",""
"4181316962","DENSO - Concorrência","2021-02-18 22:48","2023-04-06 17:52","2021-05-12 17:09","2021-05-12 17:10","Negócio perdido","166324.2","","","","166324.2","166324.2","0.0","0.0","Fechou com Concorrente",""
"4171694807","Bistek","2021-02-17 16:51","2023-04-06 17:52","2021-04-16 13:20","2021-04-16 13:09","Negócio perdido","","","","","","","","","Desinteresse/Declinou",""
"4169278268","Denso - Criação KV","2021-02-17 15:39","2023-04-06 17:52","2021-05-12 17:09","2021-03-29 17:22","Negócio perdido","12770.3","","","","12770.3","12770.3","0.0","0.0","Fechou com Concorrente",""
"4127018290","Cargill - Vídeos LatAm","2021-02-10 20:50","2023-04-06 17:52","2021-05-11 11:37","2021-03-18 21:53","Negócio perdido","85138.57","","","","85138.57","85138.57","0.0","0.0","Sumiu",""
"4120219333","Barry Callebaut - Dashboards","2021-02-09 11:52","2023-04-06 17:52","2022-05-16 20:31","2021-03-18 21:51","Negócio perdido","40139.28","","","","40139.28","40139.28","0.0","0.0","Financeiro",""
"4078663637","Myralis Pharma","2021-02-03 08:44","2023-06-14 15:50","2021-04-27 19:10","2021-04-28 10:02","Negócio perdido","","","","","","","","","Desinteresse/Declinou",""
"4076605269","Apsen - Concorrência Digital","2021-02-02 19:59","2023-06-14 15:49","2021-07-23 12:42","2021-05-27 17:08","Cliente","1704000.0","","","","1704000.0","1704000.0","1704000.0","1704000.0","",""
"4070221690","Supercampo","2021-02-01 15:09","2023-03-09 14:36","2021-11-10 16:52","2022-03-11 16:59","Negócio perdido","361949.76","","","","361949.76","361949.76","0.0","0.0","Saiu da Empresa",""
"4059518702","Esmaltec Eletrodomésticos","2021-01-29 19:40","2023-07-19 15:43","2021-10-29 19:12","2021-06-09 22:01","Negócio perdido","101000.0","","","","101000.0","101000.0","0.0","0.0","Sumiu",""
"4026644143","Bunge Profissional - Bid (75% FM)","2021-01-22 11:05","2023-06-29 12:40","2023-06-29 12:39","2021-05-06 15:45","Cliente","296715.06","","","","296715.06","296715.06","296715.06","296715.06","",""
"4014966192","Eurofarma - AltaD","2021-01-19 22:56","2023-05-10 16:59","2021-03-22 21:48","2021-03-29 21:21","Cliente","7286.0","","","","7286.0","7286.0","7286.0","7286.0","",""
"4011819536","Volvo - E-commerce","2021-01-19 12:58","2023-07-20 11:51","2021-06-07 14:10","2021-03-18 21:52","Negócio perdido","","","","","","","","","Maturação",""
"3565923730","Raízen (Shell Box)","2020-12-04 19:18","2023-04-06 17:52","2021-02-10 22:49","2021-03-18 21:52","Negócio perdido","","","","","","","","","Maturação",""
"3530577142","Tintas Eucatex","2020-11-26 17:27","2023-04-06 17:52","2022-04-26 15:09","2021-04-23 12:44","Negócio perdido","240000.0","","","","240000.0","240000.0","0.0","0.0","Desinteresse/Declinou",""
"3488625670","Cargill Food Service - Site Desenvolvimento","2020-11-23 21:30","2023-04-06 17:52","2021-05-11 11:37","2021-03-18 21:51","Negócio perdido","147831.87","","","","147831.87","147831.87","0.0","0.0","Desinteresse/Declinou",""
"3453054574","International Committee of the Red Cross - Novo negócio","2020-11-20 14:31","2023-04-06 17:52","2022-02-23 16:37","2021-01-12 14:41","Negócio perdido","93070.04","","","","93070.04","93070.04","0.0","0.0","Fechou com Concorrente",""
"3362452546","Fundação Estudar - Novo negócio","2020-11-10 16:08","2023-04-06 17:52","2022-07-27 11:10","2021-01-12 14:33","Negócio perdido","189838.68","","","","189838.68","189838.68","0.0","0.0","Não era decisor",""
"3269625040","Eurofarma - Cogmax","2020-10-29 17:27","2023-05-10 16:59","2021-06-28 10:02","2021-02-01 12:27","Negócio perdido","60000.0","","","","60000.0","60000.0","0.0","0.0","Fechou com Concorrente",""
"3142655559","Embramaco - Consulting","2020-10-13 12:50","2023-04-06 17:52","2021-02-25 12:54","2021-02-25 12:40","Negócio perdido","192268.08","","","","192268.08","192268.08","0.0","0.0","Nós Declinamos",""
"3086522280","Eurofarma - Programática","2020-10-08 14:56","2023-05-10 17:00","2020-10-08 15:26","2021-01-12 14:34","Negócio perdido","20964.0","","","","20964.0","20964.0","0.0","0.0","Não era decisor",""
"3084963555","Cargill Genuine - Full Service","2020-10-08 13:42","2023-04-06 17:52","2022-01-10 11:36","2021-03-16 17:47","Negócio perdido","120000.0","","","","120000.0","120000.0","0.0","0.0","Sumiu",""
"3037214969","Assurant BemMais Seguro - Full Service","2020-10-01 18:27","2023-04-06 17:52","2021-07-07 09:49","2021-02-03 18:02","Cliente","287280.0","","","","287280.0","287280.0","287280.0","287280.0","",""
"2980707361","thyssenkrupp Springs & Stabilizers","2020-09-23 11:44","2023-04-06 17:52","2020-09-28 14:09","2020-09-25 18:10","Cliente","8459.15","","","","8459.15","8459.15","8459.15","8459.15","",""
"2967535660","Cargill Food Service - Mídias Sociais e Site","2020-09-21 12:03","2023-04-06 17:52","2021-05-11 11:37","2020-12-08 09:56","Negócio perdido","171242.75","","","","171242.75","171242.75","0.0","0.0","Desinteresse/Declinou",""
"2459718282","Universidade de São Paulo - Novo negócio","2020-07-21 14:17","2023-03-09 14:37","2021-01-28 17:00","2022-09-21 17:53","Negócio perdido","993341.96","","","","993341.96","993341.96","0.0","0.0","Desinteresse/Declinou; Sumiu",""
