Record ID,Nome do negócio,Valor na moeda da empresa,Etapa do negócio,Data de criação,Negocios_Criados,Data de fechamento,Pipeline,Agendamentos,Agendamento_Aceito,Diagnostico,Proposta,Cliente,ultima_etapa
7993236352,Okajima Distribuidora,,Negócio perdido,2022-02-22 13:09:53.105,Nao,,,Nao,Nao,Nao,Nao,Nao,Contato
7992981272,Rede Graal,,Negócio perdido,2022-02-22 13:09:39.442,Sim,2022-07-19 18:00:18.486,Enterprise - Macfor Dealflow,Sim,Sim,Nao,Nao,Nao,Agendamento_Aceito
7992382761,Donizete Distribuidora,,Negócio perdido,2022-02-22 11:31:02.475,Sim,2022-04-28 14:26:42.825,Enterprise - Macfor Dealflow,Sim,Sim,Nao,Nao,Nao,Agendamento_Aceito
7941424019,Unicampo,269234.28,Proposta Enviada (SQL),2022-02-18 10:23:56.321,Sim,2022-03-30 14:39:49.365,Enterprise - Macfor Dealflow,Sim,Sim,Sim,Sim,Nao,Proposta
7922933409,Jussara,,Negócio perdido,2022-02-16 09:49:44.410,Sim,2022-06-13 08:43:44.250,Enterprise - Macfor Dealflow,Sim,Sim,Sim,Sim,Nao,Proposta
7919536418,Nagro Crédito Agro,,Negócio perdido,2022-02-15 20:00:10.470,Nao,,,Nao,Nao,Nao,Nao,Nao,Contato
7910590798,Ynner Treinamentos,,Negócio perdido,2022-02-14 20:25:28.726,Nao,,,Nao,Nao,Nao,Nao,Nao,Contato
7910571634,Chic e Elegante - Novo negócio,,Negócio perdido,2022-02-14 20:24:52.249,Nao,,,Nao,Nao,Nao,Nao,Nao,Contato
7910453635,Afilio - Novo negócio,,Negócio perdido,2022-02-14 20:20:57.370,Nao,,,Nao,Nao,Nao,Nao,Nao,Contato
7877952394,Blue Med Saúde,,Negócio perdido,2022-02-10 16:39:16.405,Nao,,,Nao,Nao,Nao,Nao,Nao,Contato
7874288537,Grupo Barcelos,,Negócio perdido,2022-02-10 11:19:18.852,Sim,2022-04-20 12:14:58.671,Enterprise - Macfor Dealflow,Sim,Sim,Nao,Nao,Nao,Agendamento_Aceito
7857425845,CNH Industrial - New Holland,,Negócio perdido,2022-02-08 17:26:07.449,Sim,2022-05-04 14:18:11.205,Enterprise - Macfor Dealflow,Sim,Sim,Nao,Nao,Nao,Agendamento_Aceito
7846319660,Citrosuco,717721.2,Cliente,2022-02-07 15:52:14.906,Sim,2022-07-14 12:07:59.326,Enterprise - Macfor Dealflow,Sim,Sim,Sim,Sim,Sim,Cliente
7845344878,Buonny,,Negócio perdido,2022-02-07 13:51:14.001,Sim,2022-04-20 12:24:48.766,Enterprise - Macfor Dealflow,Sim,Sim,Nao,Nao,Nao,Agendamento_Aceito
7843495456,AB Brasil,,Negócio perdido,2022-02-07 12:02:56.605,Sim,2022-05-17 16:20:52.918,Enterprise - Macfor Dealflow,Sim,Sim,Sim,Nao,Nao,Diagnostico
7807798195,Otis Elevadores,,Negócio perdido,2022-02-03 13:53:26.306,Sim,2022-04-20 12:17:20.752,Enterprise - Macfor Dealflow,Sim,Sim,Nao,Nao,Nao,Agendamento_Aceito
7797871203,KWS Group,,Negócio perdido,2022-02-02 14:08:28.412,Sim,2022-08-10 13:40:55.116,Enterprise - Macfor Dealflow,Sim,Sim,Nao,Nao,Nao,Agendamento_Aceito
7795634522,Pirelli,,Negócio perdido,2022-02-02 11:27:13.503,Sim,,Enterprise - Macfor Dealflow,Sim,Sim,Sim,Nao,Nao,Diagnostico
7792378926,GPK Brasil,,Negócio perdido,2022-02-01 23:57:26.467,Nao,,,Nao,Nao,Nao,Nao,Nao,Contato
7789205783,Esporte Clube Pinheiros,,Negócio perdido,2022-02-01 16:12:28.628,Sim,2022-03-03 10:43:33.566,Enterprise - Macfor Dealflow,Sim,Sim,Nao,Nao,Nao,Agendamento_Aceito
7789023132,Chic e Elegante,,Qualificação (DBA),2022-02-01 15:19:22.374,Nao,,,Nao,Nao,Nao,Nao,Nao,Contato
7777620627,Rede Droga Leste,,Negócio perdido,2022-01-31 16:57:27.764,Nao,,,Nao,Nao,Nao,Nao,Nao,Contato
7751609754,IC Transportes,,Negócio perdido,2022-01-28 11:26:42.690,Sim,2022-04-07 10:16:07.325,Enterprise - Macfor Dealflow,Sim,Sim,Nao,Nao,Nao,Agendamento_Aceito
7751338290,Comitê Internacional da Cruz Vermelha,1013610.24,Negócio perdido,2022-01-28 10:32:17.905,Sim,2022-03-02 14:41:49.977,Enterprise - Macfor Dealflow,Sim,Nao,Nao,Nao,Nao,Agendamentos
7742345495,Jurunense,,Negócio perdido,2022-01-27 12:28:16.716,Nao,,,Nao,Nao,Nao,Nao,Nao,Contato
7656709761,Blu Logistics Brasil,,Negócio perdido,2022-01-21 14:15:52.456,Sim,2022-04-20 12:15:17.283,Enterprise - Macfor Dealflow,Sim,Sim,Nao,Nao,Nao,Agendamento_Aceito
7514329244,Vabene,,Negócio perdido,2022-01-13 16:15:39.545,Nao,,,Nao,Nao,Nao,Nao,Nao,Contato
7588932696,Fractal,,Agendamentos Aceitos (SAL),2022-01-12 14:13:47.337,Nao,,,Nao,Nao,Nao,Nao,Nao,Contato
7466617781,Imigrantes Bebidas,,Negócio perdido,2022-01-10 17:55:37.218,Nao,,,Nao,Nao,Nao,Nao,Nao,Contato
7464886900,Broto,,Negócio perdido,2022-01-10 13:27:27.632,Sim,2022-04-20 12:28:51.653,Enterprise - Macfor Dealflow,Sim,Sim,Sim,Nao,Nao,Diagnostico
